id#          ADC_ch    ZDC_ch	size	ix	iy	x(mm)	y(mm)	used
==================ADC_4083-1,2,3,4.ADC_4bb2:1,2,4===========================
0x6F4083	3	1	2	20	0	760	-450	1
0x6F4083	4	2	2	20	2	760	-304	1
0x6F4083	1	3	2	20	4	760	-152	1
0x6F4083	2	4	2	20	6	760	0   	1
0x6F4083	5	5	2	20	8	760	152 	1
0x6F4083	6	6	2	20	10	760	304 	1
0x6F4083	7	7	2	20	12	760	456 	1
0x6F4083	8	8	2	18	0	608	-450	1
0x6F4083	11	9	2	18	2	608	-304	1
0x6F4083	12	10	2	18	4	608	-152	1
0x6F4083	9	11	2	18	6	608	0   	1
0x6F4083	10	12	2	18	8	608	152 	1
0x6F4083	13	13	2	18	10	608	304 	1
0x6F4083	14	14	2	18	12	608	456 	1
0x6F4083	19	15	2	16	0	456	-450	1
0x6F4083	20	16	2	16	2	456	-304	1
0x6F4083	17	17	2	16	4	456	-152	1
0x6F4083	18	18	2	16	6	456	0   	1
0x6F4083	21	19	2	16	8	456	152 	1
0x6F4083	22	20	2	16	10	456	304 	1
0x6F4083	23	21	2	16	12	456	456 	1
0x6F4083	24	22	2	14	0	304	-450	1
0x6F4083	27	23	2	14	2	304	-304	1
0x6F4083	28	24	2	14	4	304	-152	1
0x6F4083	25	25	2	14	6	304	0   	1
0x6F4083	26	26	2	14	8	304	152 	1
0x6F4083	29	27	2	14	10	304	304 	1
0x6F4083	30	28	2	14	12	304	456 	1
0x6F4BB2	77	29	2	12	0	152	-450	1
0x6F4BB2	78	30	2	12	2	152	-304	1
0x6F4BB2	79	31	2	12	10	152	304 	1
0x6F4BB2	80	32	2	12	12	152	450 	1
0x6F4BB2	125	33	2	10	0	0	-450	1
0x6F4BB2	126	34	2	10	2	0	-304	1
0x6F4BB2	127	35	2	10	10	0	304 	1
0x6F4BB2	128	36	2	10	12	0	450 	1
0x6F4BB2	109	37	2	8	0	-152	-450	1
0x6F4BB2	110	38	2	8	2	-152	-304	1
0x6F4BB2	111	39	2	8	10	-152	304 	1
0x6F4BB2	112	40	2	8	12	-152	450 	1
0x6F4083	35	41	2	6	0	-304	-450	1
0x6F4083	36	42	2	6	2	-304	-304	1
0x6F4083	33	43	2	6	4	-304	-152	1
0x6F4083	34	44	2	6	6	-304	0   	1
0x6F4083	37	45	2	6	8	-304	152 	1
0x6F4083	38	46	2	6	10	-304	304 	1
0x6F4083	39	47	2	6	12	-304	456 	1
0x6F4083	40	48	2	4	0	-456	-450	1
0x6F4083	43	49	2	4	2	-456	-304	1
0x6F4083	44	50	2	4	4	-456	-152	1
0x6F4083	41	51	2	4	6	-456	0   	1
0x6F4083	42	52	2	4	8	-456	152 	1
0x6F4083	45	53	2	4	10	-456	304 	1
0x6F4083	46	54	2	4	12	-456	456 	1
