Plane	Strip	MeanFit	Mean
9	47	-5.97656	-5.97656
10	0	0.046875	0.046875
10	1	-0.0234375	-0.0234375
10	2	0.0234375	0.0234375
10	3	0.0703125	0.0703125
10	4	0.0234375	0.0234375
10	5	0.0234375	0.0234375
10	6	-0.0703125	-0.0703125
10	7	0.046875	0.046875
10	8	-0.09375	-0.09375
10	9	0.0234375	0.0234375
10	10	0.046875	0.046875
10	11	0.0234375	0.0234375
10	12	-0.0234375	-0.0234375
10	13	0.09375	0.09375
10	14	0.09375	0.09375
10	15	0.046875	0.046875
10	16	-0.0703125	-0.0703125
10	17	-0.046875	-0.046875
10	18	-0.09375	-0.09375
10	19	0.0703125	0.0703125
10	20	-0.140625	-0.140625
10	21	-0.046875	-0.046875
10	22	0.140625	0.140625
10	23	-3.30768e-13	0
10	24	-0.0234375	-0.0234375
10	25	-0.09375	-0.09375
10	26	9.49979e-13	0
10	27	0.0703125	0.0703125
10	28	-0.0703125	-0.0703125
10	29	-0.0234375	-0.0234375
10	30	-0.670602	-0.0996094
10	31	0.0234375	0.0234375
10	32	0.046875	0.046875
10	33	0.09375	0.09375
10	34	0.09375	0.09375
10	35	0.0703125	0.0703125
10	36	0.140625	0.140625
10	37	-1.32323e-14	0
10	38	-2.58428e-13	0
10	39	0.140625	0.140625
10	40	-0.0234375	-0.0234375
10	41	0.0234375	0.0234375
10	42	0.09375	0.09375
10	43	0.0703125	0.0703125
10	44	-0.0703125	-0.0703125
10	45	0.09375	0.09375
10	46	0.117188	0.117188
10	47	-0.0234375	-0.0234375
11	0	-0.0234375	-0.0234375
11	1	-0.117187	-0.117188
11	2	-0.117187	-0.117188
11	3	0.164063	0.164062
11	4	0.0703125	0.0703125
11	5	0.0703125	0.0703125
11	6	0.0234375	0.0234375
11	7	0.140625	0.140625
11	8	0.0234375	0.0234375
11	9	2.89437e-13	0
11	10	-9.19677e-16	0
11	11	3.3265e-13	0
11	12	-0.0234375	-0.0234375
11	13	1.83832e-13	0
11	14	6.61779e-13	0
11	15	0.164063	0.164062
11	16	-9.87091e-14	0
11	17	0.164062	0.164062
11	18	-0.0234375	-0.0234375
11	19	0.09375	0.09375
11	20	-0.117188	-0.117188
11	21	-0.117187	-0.117188
11	22	6.47713e-13	0
11	23	-0.09375	-0.09375
11	24	0.164063	0.164062
11	25	0.09375	0.09375
11	26	0.234375	0.234375
11	27	0.1875	0.1875
11	28	0.046875	0.046875
11	29	0.210938	0.210938
11	30	3.59369e-13	0
11	31	0.140625	0.140625
11	32	0.0703125	0.0703125
